City,info,Price,Data,Description
,Praha Kelios datos 239 €   3 ,239 €   3 ,                                                            Praha                                                        Kelios datos Pažintinė kelionė autobusu į Prahą su 3 n. apgyvendinimu viešbutyje ir pusryčiais – 239 €!                    Plačiau                                        239 €                
